Card #,Hero,Variation,Treatment,Weapon,Notation,Power,Athlete Inspiration,Play Cost,Play Ability
MIX-84,AJax,First Edition,Mixtape Battlefoil,Glow,SSP,185,A'ja Wilson,0,
MIX-85,BoJax,Founding Hero Alpha Update,Mixtape Battlefoil,Fire,SSP,190,Bo Jackson,0,
MIX-86,Magic,Magic Johnson Debut,Mixtape Battlefoil,Fire,SSP,185,Magic Johnson,0,
MIX-87,Emmitt-164,Emmitt Smith Debut,Mixtape Battlefoil,Fire,SSP,185,Emmitt Smith,0,
MIX-88,Marino,Dan Marino Debut,Mixtape Battlefoil,Fire,SSP,185,Dan Marino,0,
MIX-89,"Barry ""Cutback"" Sanders",Barry Sanders Debut,Mixtape Battlefoil,Fire,SSP,185,Barry Sanders,0,
MIX-90,Muggsy,Muggsy Bogues Debut,Mixtape Battlefoil,Fire,SSP,180,Muggsy Bogues,0,
MIX-91,Spudnick,Spudd Webb Debut,Mixtape Battlefoil,Fire,SSP,180,Spudd Webb,0,
MIX-92,The Ironman,Cal Ripkin JR Debut,Mixtape Battlefoil,Fire,SSP,180,Cal Ripkin JR,0,
MIX-93,Peek-A-Boo,Picabo Street Debut,Mixtape Battlefoil,Fire,SSP,180,Picabo Street,0,
MIX-94,Wizard,Ozzie Smith Debut,Mixtape Battlefoil,Fire,SSP,175,Ozzie Smith,0,
MIX-95,Joey Jawz,Joey Chestnut Debut,Mixtape Battlefoil,Fire,SSP,175,Joey Chestnut,0,
MIX-96,Bus,Jerome Bettis Debut,Mixtape Battlefoil,Fire,SSP,175,Jerome Bettis,0,
MIX-97,Chicken Man,Wade Boggs Debut,Mixtape Battlefoil,Fire,SSP,175,Wade Boggs,0,
MIX-98,HowBout'em,Jimmy Johnson Debut,Mixtape Battlefoil,Fire,SSP,175,Jimmy Johnson,0,
MIX-99,Sea-Largent,Steve Largent Debut,Mixtape Battlefoil,Fire,SSP,165,Steve Largent,0,
MIX-100,Howietzer,Howie Long Debut,Mixtape Battlefoil,Fire,SSP,165,Howie Long,0,
MIX-101,Goggles,Eric Dickerson Debut,Mixtape Battlefoil,Fire,SSP,165,Eric Dickerson,0,
MIX-102,Steady Eddie,Eddie George Debut,Mixtape Battlefoil,Fire,SSP,165,Eddie George,0,
MIX-103,X.L.,Xavier Legette Alpha Update,Mixtape Battlefoil,Fire,SSP,165,Xavier Legette,0,
MIX-104,Pet Dog,Ethan Petry Debut,Mixtape Battlefoil,Fire,SSP,165,Ethan Petry,0,
MIX-105,Windmill,Dominique Wilkins Debut,Mixtape Battlefoil,Fire,SSP,165,Dominique Wilkins,0,
MIX-106,Boom,Boomer Esiason Debut,Mixtape Battlefoil,Fire,SSP,165,Boomer Esiason,0,
MIX-107,Cameleon,Cameron Brink Debut,Mixtape Battlefoil,Fire,SSP,165,Cameron Brink,0,
MIX-108,Curaçao Kid,Anduw Jones Debut,Mixtape Battlefoil,Fire,SSP,160,Anduw Jones,0,
MIX-109,Sterling,Sterling Sharpe Debut,Mixtape Battlefoil,Fire,SSP,160,Sterling Sharpe,0,
MIX-110,Caveman,Johnny Damon Debut,Mixtape Battlefoil,Fire,SSP,160,Johnny Damon,0,
MIX-111,Lady Magic,Nancy Lieberman Debut,Mixtape Battlefoil,Fire,SSP,160,Nancy Lieberman,0,
MIX-112,Hoge-Ball,Merril Hoge Debut,Mixtape Battlefoil,Fire,SSP,155,Merril Hoge,0,
MIX-113,InVinceable,Vince Young Debut,Mixtape Battlefoil,Fire,SSP,155,Vince Young,0,
MIX-114,Slash,Kordell Stewart Debut,Mixtape Battlefoil,Fire,SSP,155,Kordell Stewart,0,
MIX-115,Tikoff,Fred Biletnikoff Debut,Mixtape Battlefoil,Fire,SSP,155,Fred Biletnikoff,0,
MIX-116,Bone,Jay Buhner Debut,Mixtape Battlefoil,Fire,SSP,155,Jay Buhner,0,
MIX-117,Kurse,Jevon Kearse Debut,Mixtape Battlefoil,Fire,SSP,150,Jevon Kearse,0,
MIX-118,Deep Freeze,George Gervin Debut,Mixtape Battlefoil,Fire,SSP,150,George Gervin,0,
MIX-119,Woody,Darren Woodson Debut,Mixtape Battlefoil,Fire,SSP,150,Darren Woodson,0,
MIX-120,Coopanova,Cynthia Cooper Debut,Mixtape Battlefoil,Fire,SSP,150,Cynthia Cooper,0,
MIX-121,Hard-Drive,Tim Hardaway Debut,Mixtape Battlefoil,Fire,SSP,150,Tim Hardaway,0,
MIX-122,BuckShot,Buck Showalter Debut,Mixtape Battlefoil,Fire,SSP,150,Buck Showalter,0,
MIX-123,Haymaker,Spencer Haywood Debut,Mixtape Battlefoil,Fire,SSP,150,Spencer Haywood,0,
MIX-124,Tank,Bo Said So,Mixtape Battlefoil,Fire,SSP,185,Derrick Henry,0,
MIX-125,Skeee,First Edition,Mixtape Battlefoil,Fire,SSP,180,Paul Skenes,0,
MIX-126,AJax,First Edition,Mixtape Battlefoil,Fire,SSP,180,A'ja Wilson,0,
MIX-127,BoJax,Founding Hero Alpha Update,Mixtape Battlefoil,Ice,SSP,190,Bo Jackson,0,
MIX-128,Magic,Magic Johnson Debut,Mixtape Battlefoil,Ice,SSP,185,Magic Johnson,0,
MIX-129,Emmitt-164,Emmitt Smith Debut,Mixtape Battlefoil,Ice,SSP,185,Emmitt Smith,0,
MIX-130,Marino,Dan Marino Debut,Mixtape Battlefoil,Ice,SSP,185,Dan Marino,0,
MIX-131,"Barry ""Cutback"" Sanders",Barry Sanders Debut,Mixtape Battlefoil,Ice,SSP,185,Barry Sanders,0,
MIX-132,Muggsy,Muggsy Bogues Debut,Mixtape Battlefoil,Ice,SSP,180,Muggsy Bogues,0,
MIX-133,Spudnick,Spudd Webb Debut,Mixtape Battlefoil,Ice,SSP,180,Spudd Webb,0,
MIX-134,The Ironman,Cal Ripkin JR Debut,Mixtape Battlefoil,Ice,SSP,180,Cal Ripkin JR,0,
MIX-135,Peek-A-Boo,Picabo Street Debut,Mixtape Battlefoil,Ice,SSP,180,Picabo Street,0,
MIX-136,Wizard,Ozzie Smith Debut,Mixtape Battlefoil,Ice,SSP,175,Ozzie Smith,0,
MIX-137,Joey Jawz,Joey Chestnut Debut,Mixtape Battlefoil,Ice,SSP,175,Joey Chestnut,0,
MIX-138,Bus,Jerome Bettis Debut,Mixtape Battlefoil,Ice,SSP,175,Jerome Bettis,0,
MIX-139,Chicken Man,Wade Boggs Debut,Mixtape Battlefoil,Ice,SSP,175,Wade Boggs,0,
MIX-140,HowBout'em,Jimmy Johnson Debut,Mixtape Battlefoil,Ice,SSP,175,Jimmy Johnson,0,
MIX-141,Sea-Largent,Steve Largent Debut,Mixtape Battlefoil,Ice,SSP,165,Steve Largent,0,
MIX-142,Howietzer,Howie Long Debut,Mixtape Battlefoil,Ice,SSP,165,Howie Long,0,
MIX-143,Goggles,Eric Dickerson Debut,Mixtape Battlefoil,Ice,SSP,165,Eric Dickerson,0,
MIX-144,Steady Eddie,Eddie George Debut,Mixtape Battlefoil,Ice,SSP,165,Eddie George,0,
MIX-145,X.L.,Xavier Legette Alpha Update,Mixtape Battlefoil,Ice,SSP,165,Xavier Legette,0,
MIX-146,Pet Dog,Ethan Petry Debut,Mixtape Battlefoil,Ice,SSP,165,Ethan Petry,0,
MIX-147,Windmill,Dominique Wilkins Debut,Mixtape Battlefoil,Ice,SSP,165,Dominique Wilkins,0,
MIX-148,Boom,Boomer Esiason Debut,Mixtape Battlefoil,Ice,SSP,165,Boomer Esiason,0,
MIX-149,Cameleon,Cameron Brink Debut,Mixtape Battlefoil,Ice,SSP,165,Cameron Brink,0,
MIX-150,Curaçao Kid,Anduw Jones Debut,Mixtape Battlefoil,Ice,SSP,160,Anduw Jones,0,
MIX-151,Sterling,Sterling Sharpe Debut,Mixtape Battlefoil,Ice,SSP,160,Sterling Sharpe,0,
MIX-152,Caveman,Johnny Damon Debut,Mixtape Battlefoil,Ice,SSP,160,Johnny Damon,0,
MIX-153,Lady Magic,Nancy Lieberman Debut,Mixtape Battlefoil,Ice,SSP,160,Nancy Lieberman,0,
MIX-154,Hoge-Ball,Merril Hoge Debut,Mixtape Battlefoil,Ice,SSP,155,Merril Hoge,0,
MIX-155,InVinceable,Vince Young Debut,Mixtape Battlefoil,Ice,SSP,155,Vince Young,0,
MIX-156,Slash,Kordell Stewart Debut,Mixtape Battlefoil,Ice,SSP,155,Kordell Stewart,0,
MIX-157,Tikoff,Fred Biletnikoff Debut,Mixtape Battlefoil,Ice,SSP,155,Fred Biletnikoff,0,
MIX-158,Bone,Jay Buhner Debut,Mixtape Battlefoil,Ice,SSP,155,Jay Buhner,0,
MIX-159,Kurse,Jevon Kearse Debut,Mixtape Battlefoil,Ice,SSP,150,Jevon Kearse,0,
MIX-160,Deep Freeze,George Gervin Debut,Mixtape Battlefoil,Ice,SSP,150,George Gervin,0,
MIX-161,Woody,Darren Woodson Debut,Mixtape Battlefoil,Ice,SSP,150,Darren Woodson,0,
MIX-162,Coopanova,Cynthia Cooper Debut,Mixtape Battlefoil,Ice,SSP,150,Cynthia Cooper,0,
MIX-163,Hard-Drive,Tim Hardaway Debut,Mixtape Battlefoil,Ice,SSP,150,Tim Hardaway,0,
MIX-164,BuckShot,Buck Showalter Debut,Mixtape Battlefoil,Ice,SSP,150,Buck Showalter,0,
MIX-165,Haymaker,Spencer Haywood Debut,Mixtape Battlefoil,Ice,SSP,150,Spencer Haywood,0,
MIX-166,Tank,Bo Said So,Mixtape Battlefoil,Ice,SSP,185,Derrick Henry,0,
MIX-167,Skeee,First Edition,Mixtape Battlefoil,Ice,SSP,180,Paul Skenes,0,
MIX-168,AJax,First Edition,Mixtape Battlefoil,Ice,SSP,180,A'ja Wilson,0,
MIX-169,BoJax,Founding Hero Alpha Update,Mixtape Battlefoil,Steel,SSP,170,Bo Jackson,0,
MIX-170,Magic,Magic Johnson Debut,Mixtape Battlefoil,Steel,SSP,170,Magic Johnson,0,
MIX-171,Emmitt-164,Emmitt Smith Debut,Mixtape Battlefoil,Steel,SSP,170,Emmitt Smith,0,
MIX-172,Marino,Dan Marino Debut,Mixtape Battlefoil,Steel,SSP,170,Dan Marino,0,
MIX-173,"Barry ""Cutback"" Sanders",Barry Sanders Debut,Mixtape Battlefoil,Steel,SSP,170,Barry Sanders,0,
MIX-174,Muggsy,Muggsy Bogues Debut,Mixtape Battlefoil,Steel,SSP,165,Muggsy Bogues,0,
MIX-175,Spudnick,Spudd Webb Debut,Mixtape Battlefoil,Steel,SSP,165,Spudd Webb,0,
MIX-176,The Ironman,Cal Ripkin JR Debut,Mixtape Battlefoil,Steel,SSP,165,Cal Ripkin JR,0,
MIX-177,Peek-A-Boo,Picabo Street Debut,Mixtape Battlefoil,Steel,SSP,165,Picabo Street,0,
MIX-178,Wizard,Ozzie Smith Debut,Mixtape Battlefoil,Steel,SSP,160,Ozzie Smith,0,
MIX-179,Joey Jawz,Joey Chestnut Debut,Mixtape Battlefoil,Steel,SSP,160,Joey Chestnut,0,
MIX-180,Bus,Jerome Bettis Debut,Mixtape Battlefoil,Steel,SSP,160,Jerome Bettis,0,
MIX-181,Chicken Man,Wade Boggs Debut,Mixtape Battlefoil,Steel,SSP,160,Wade Boggs,0,
MIX-182,HowBout'em,Jimmy Johnson Debut,Mixtape Battlefoil,Steel,SSP,160,Jimmy Johnson,0,
MIX-183,Sea-Largent,Steve Largent Debut,Mixtape Battlefoil,Steel,SSP,155,Steve Largent,0,
MIX-184,Howietzer,Howie Long Debut,Mixtape Battlefoil,Steel,SSP,155,Howie Long,0,
MIX-185,Goggles,Eric Dickerson Debut,Mixtape Battlefoil,Steel,SSP,155,Eric Dickerson,0,
MIX-186,Steady Eddie,Eddie George Debut,Mixtape Battlefoil,Steel,SSP,155,Eddie George,0,
MIX-187,X.L.,Xavier Legette Alpha Update,Mixtape Battlefoil,Steel,SSP,155,Xavier Legette,0,
MIX-188,Pet Dog,Ethan Petry Debut,Mixtape Battlefoil,Steel,SSP,155,Ethan Petry,0,
MIX-189,Windmill,Dominique Wilkins Debut,Mixtape Battlefoil,Steel,SSP,155,Dominique Wilkins,0,
MIX-190,Boom,Boomer Esiason Debut,Mixtape Battlefoil,Steel,SSP,155,Boomer Esiason,0,
MIX-191,Cameleon,Cameron Brink Debut,Mixtape Battlefoil,Steel,SSP,155,Cameron Brink,0,
MIX-192,Curaçao Kid,Anduw Jones Debut,Mixtape Battlefoil,Steel,SSP,150,Anduw Jones,0,
MIX-193,Sterling,Sterling Sharpe Debut,Mixtape Battlefoil,Steel,SSP,150,Sterling Sharpe,0,
MIX-194,Caveman,Johnny Damon Debut,Mixtape Battlefoil,Steel,SSP,150,Johnny Damon,0,
MIX-195,Lady Magic,Nancy Lieberman Debut,Mixtape Battlefoil,Steel,SSP,150,Nancy Lieberman,0,
MIX-196,Hoge-Ball,Merril Hoge Debut,Mixtape Battlefoil,Steel,SSP,145,Merril Hoge,0,
MIX-197,InVinceable,Vince Young Debut,Mixtape Battlefoil,Steel,SSP,145,Vince Young,0,
MIX-198,Slash,Kordell Stewart Debut,Mixtape Battlefoil,Steel,SSP,145,Kordell Stewart,0,
MIX-199,Tikoff,Fred Biletnikoff Debut,Mixtape Battlefoil,Steel,SSP,145,Fred Biletnikoff,0,
MIX-200,Bone,Jay Buhner Debut,Mixtape Battlefoil,Steel,SSP,145,Jay Buhner,0,
MIX-201,Kurse,Jevon Kearse Debut,Mixtape Battlefoil,Steel,SSP,140,Jevon Kearse,0,
MIX-202,Deep Freeze,George Gervin Debut,Mixtape Battlefoil,Steel,SSP,140,George Gervin,0,
MIX-203,Woody,Darren Woodson Debut,Mixtape Battlefoil,Steel,SSP,140,Darren Woodson,0,
MIX-204,Coopanova,Cynthia Cooper Debut,Mixtape Battlefoil,Steel,SSP,140,Cynthia Cooper,0,
MIX-205,Hard-Drive,Tim Hardaway Debut,Mixtape Battlefoil,Steel,SSP,140,Tim Hardaway,0,
MIX-206,BuckShot,Buck Showalter Debut,Mixtape Battlefoil,Steel,SSP,140,Buck Showalter,0,
MIX-207,Haymaker,Spencer Haywood Debut,Mixtape Battlefoil,Steel,SSP,140,Spencer Haywood,0,
MIX-208,Tank,Bo Said So,Mixtape Battlefoil,Steel,SSP,170,Derrick Henry,0,
MIX-209,Skeee,First Edition,Mixtape Battlefoil,Steel,SSP,165,Paul Skenes,0,
MIX-210,AJax,First Edition,Mixtape Battlefoil,Steel,SSP,165,A'ja Wilson,0,
MIX-211,LeBoss,First Edition,Mixtape Battlefoil,Hex,SSP,185,Lebron James,0,
MIX-212,Merlomes,First Edition,Mixtape Battlefoil,Hex,SSP,185,Patrick Mahomes,0,
MIX-213,Chosen,First Edition,Mixtape Battlefoil,Hex,SSP,185,Juan Soto,0,
MIX-214,Midas,First Edition,Mixtape Battlefoil,Hex,SSP,185,Steph Curry,0,
MIX-215,Bison,First Edition,Mixtape Battlefoil,Hex,SSP,185,Josh Allen,0,
MIX-216,Wargod,First Edition,Mixtape Battlefoil,Hex,SSP,185,Mike Trout,0,
MIX-217,Donny Buckets,First Edition,Mixtape Battlefoil,Hex,SSP,180,Luka Doncic,0,
MIX-218,Warp,First Edition,Mixtape Battlefoil,Hex,SSP,180,Lamar Jackson,0,
MIX-219,Harpoon,First Edition,Mixtape Battlefoil,Hex,SSP,180,Bryca Harper,0,
MIX-220,Mustang,First Edition,Mixtape Battlefoil,Hex,SSP,180,Nikola Jokic,0,
MIX-221,Jaybird,First Edition,Mixtape Battlefoil,Hex,SSP,180,Jayden Daniels,0,
MIX-222,J-Jetts,First Edition,Mixtape Battlefoil,Hex,SSP,180,Justin Jefferson,0,
MIX-223,Merri-Go-Round,First Edition,Mixtape Battlefoil,Hex,SSP,175,Jackson Marrill,0,
MIX-224,Shystep,First Edition,Mixtape Battlefoil,Hex,SSP,175,Shai Gilgeous-Alexander,0,
MIX-225,Ram,First Edition,Mixtape Battlefoil,Hex,SSP,175,Jose Ramirez,0,
MIX-226,Freakshow,First Edition,Mixtape Battlefoil,Hex,SSP,175,Giannis Anteokounmpo,0,
MIX-227,Lightningrod,First Edition,Mixtape Battlefoil,Hex,SSP,175,Julio Rodriguez,0,
MIX-228,Bayou,First Edition,Mixtape Battlefoil,Hex,SSP,175,Ja'marr Chase,0,
MIX-229,McArmyKnife,First Edition,Mixtape Battlefoil,Hex,SSP,170,Christian McCaffrey,0,
MIX-230,Tigre,First Edition,Mixtape Battlefoil,Hex,SSP,170,Miguel Cabrera,0,
MIX-231,Cheetah,First Edition,Mixtape Battlefoil,Hex,SSP,170,Tyreek Hill,0,
MIX-232,Spider,First Edition,Mixtape Battlefoil,Hex,SSP,170,Donovan Mitchell,0,
MIX-233,Crews-Missle,First Edition,Mixtape Battlefoil,Hex,SSP,170,Dylan Crews,0,
MIX-234,Unibrow,First Edition,Mixtape Battlefoil,Hex,SSP,170,Anthony Davis,0,
MIX-235,Exterminaber,First Edition,Mixtape Battlefoil,Hex,SSP,165,Malik Nabers,0,
MIX-236,Bomber,First Edition,Mixtape Battlefoil,Hex,SSP,165,Jordan Alvarez,0,
MIX-237,Juice,First Edition,Mixtape Battlefoil,Hex,SSP,165,Jaylen Brown,0,
MIX-238,Attak,First Edition,Mixtape Battlefoil,Hex,SSP,165,Dak Prescott,0,
MIX-239,ChetMate,First Edition,Mixtape Battlefoil,Hex,SSP,165,Chet Holmgren,0,
MIX-240,Phoenix,First Edition,Mixtape Battlefoil,Hex,SSP,165,Bo Nix,0,
MIX-241,Lieutenant,First Edition,Mixtape Battlefoil,Hex,SSP,160,Dansby Swanson,0,
MIX-242,Snowbear,First Edition,Mixtape Battlefoil,Hex,SSP,160,Pete Alonso,0,
MIX-243,Boltage,First Edition,Mixtape Battlefoil,Hex,SSP,160,Justin Herbert,0,
MIX-244,Librarian,First Edition,Mixtape Battlefoil,Hex,SSP,160,Devin Booker,0,
MIX-245,Aeronaut,First Edition,Mixtape Battlefoil,Hex,SSP,160,Nolan Arenado,0,
MIX-246,Sabotage,First Edition,Mixtape Battlefoil,Hex,SSP,160,Domantas Sabonis,0,
MIX-247,Mic'd Up,First Edition,Mixtape Battlefoil,Hex,SSP,155,MIke Evans,0,
MIX-248,Jambox,First Edition,Mixtape Battlefoil,Hex,SSP,155,Ja Morant,0,
MIX-249,Simon Says,First Edition,Mixtape Battlefoil,Hex,SSP,155,Anfernee Simons,0,
MIX-250,Mr. Irrelevant,First Edition,Mixtape Battlefoil,Hex,SSP,155,Brock Purdy,0,
MIX-251,Pantera,First Edition,Mixtape Battlefoil,Hex,SSP,155,Luis Robert Jr,0,
MIX-252,Rockstar,First Edition,Mixtape Battlefoil,Hex,SSP,155,Jazz Chisholm,0,
MIX-253,Big-Z,First Edition,Mixtape Battlefoil,Hex,SSP,150,Zion Williamson,0,
MIX-254,Clutch,First Edition,Mixtape Battlefoil,Hex,SSP,150,Andrew McCutchen,0,
MIX-255,PukaDot,First Edition,Mixtape Battlefoil,Hex,SSP,150,Puka Nacua,0,
MIX-256,Sprinkler,First Edition,Mixtape Battlefoil,Hex,SSP,150,Luis Arraez,0,
MIX-257,Foxhole,First Edition,Mixtape Battlefoil,Hex,SSP,150,De'Aaron Fox,0,
MIX-258,Thomstone,First Edition,Mixtape Battlefoil,Hex,SSP,150,Brian Thomas Jr,0,
MIX-259,Botto,First Edition,Mixtape Battlefoil,Hex,SSP,145,Joey Votto,0,
MIX-260,Lawman,First Edition,Mixtape Battlefoil,Hex,SSP,145,Trevor Lawrence,0,
MIX-261,Barnacle,First Edition,Mixtape Battlefoil,Hex,SSP,145,Scottie Barnes,0,
MIX-262,Laviathan,First Edition,Mixtape Battlefoil,Hex,SSP,145,Zach Lavine,0,
MIX-263,Breeze,First Edition,Mixtape Battlefoil,Hex,SSP,145,Breece Hall,0,
MIX-264,Gravedigger,First Edition,Mixtape Battlefoil,Hex,SSP,145,Stefon Diggs,0,
MIX-265,D-Hop,First Edition,Mixtape Battlefoil,Hex,SSP,140,Deandre Hopkins,0,
MIX-266,Alien,First Edition,Mixtape Battlefoil,Hex,SSP,140,CJ Abrams,0,
MIX-267,Portalize,First Edition,Mixtape Battlefoil,Hex,SSP,140,Sam Laporta,0,
MIX-268,Torque,First Edition,Mixtape Battlefoil,Hex,SSP,140,Spencer Torkelson,0,
MIX-269,Risarcher,First Edition,Mixtape Battlefoil,Hex,SSP,140,Zaccharie Risacher,0,
MIX-270,Sarrtillery,First Edition,Mixtape Battlefoil,Hex,SSP,140,Alexandre Sarr,0,
MIX-271,LeBoss,First Edition,Mixtape Battlefoil,Glow,SSP,140,Lebron James,0,
MIX-272,Merlomes,First Edition,Mixtape Battlefoil,Glow,SSP,140,Patrick Mahomes,0,
MIX-273,Chosen,First Edition,Mixtape Battlefoil,Glow,SSP,140,Juan Soto,0,
MIX-274,Midas,First Edition,Mixtape Battlefoil,Glow,SSP,140,Steph Curry,0,
MIX-275,Bison,First Edition,Mixtape Battlefoil,Glow,SSP,140,Josh Allen,0,
MIX-276,Wargod,First Edition,Mixtape Battlefoil,Glow,SSP,140,Mike Trout,0,
MIX-277,Donny Buckets,First Edition,Mixtape Battlefoil,Glow,SSP,135,Luka Doncic,0,
MIX-278,Warp,First Edition,Mixtape Battlefoil,Glow,SSP,135,Lamar Jackson,0,
MIX-279,Harpoon,First Edition,Mixtape Battlefoil,Glow,SSP,135,Bryca Harper,0,
MIX-280,Mustang,First Edition,Mixtape Battlefoil,Glow,SSP,135,Nikola Jokic,0,
MIX-281,Jaybird,First Edition,Mixtape Battlefoil,Glow,SSP,135,Jayden Daniels,0,
MIX-282,J-Jetts,First Edition,Mixtape Battlefoil,Glow,SSP,135,Justin Jefferson,0,
MIX-283,Merri-Go-Round,First Edition,Mixtape Battlefoil,Glow,SSP,130,Jackson Marrill,0,
MIX-284,Shystep,First Edition,Mixtape Battlefoil,Glow,SSP,130,Shai Gilgeous-Alexander,0,
MIX-285,Ram,First Edition,Mixtape Battlefoil,Glow,SSP,130,Jose Ramirez,0,
MIX-286,Freakshow,First Edition,Mixtape Battlefoil,Glow,SSP,130,Giannis Anteokounmpo,0,
MIX-287,Lightningrod,First Edition,Mixtape Battlefoil,Glow,SSP,130,Julio Rodriguez,0,
MIX-288,Bayou,First Edition,Mixtape Battlefoil,Glow,SSP,130,Ja'marr Chase,0,
MIX-289,McArmyKnife,First Edition,Mixtape Battlefoil,Glow,SSP,125,Christian McCaffrey,0,
MIX-290,Tigre,First Edition,Mixtape Battlefoil,Glow,SSP,125,Miguel Cabrera,0,
MIX-291,Cheetah,First Edition,Mixtape Battlefoil,Glow,SSP,125,Tyreek Hill,0,
MIX-292,Spider,First Edition,Mixtape Battlefoil,Glow,SSP,125,Donovan Mitchell,0,
MIX-293,Crews-Missle,First Edition,Mixtape Battlefoil,Glow,SSP,125,Dylan Crews,0,
MIX-294,Unibrow,First Edition,Mixtape Battlefoil,Glow,SSP,125,Anthony Davis,0,
MIX-295,Exterminaber,First Edition,Mixtape Battlefoil,Glow,SSP,120,Malik Nabers,0,
MIX-296,Bomber,First Edition,Mixtape Battlefoil,Glow,SSP,120,Jordan Alvarez,0,
MIX-297,Juice,First Edition,Mixtape Battlefoil,Glow,SSP,120,Jaylen Brown,0,
MIX-298,Attak,First Edition,Mixtape Battlefoil,Glow,SSP,120,Dak Prescott,0,
MIX-299,ChetMate,First Edition,Mixtape Battlefoil,Glow,SSP,120,Chet Holmgren,0,
MIX-300,Phoenix,First Edition,Mixtape Battlefoil,Glow,SSP,120,Bo Nix,0,
MIX-301,Lieutenant,First Edition,Mixtape Battlefoil,Glow,SSP,115,Dansby Swanson,0,
MIX-302,Snowbear,First Edition,Mixtape Battlefoil,Glow,SSP,115,Pete Alonso,0,
MIX-303,Boltage,First Edition,Mixtape Battlefoil,Glow,SSP,115,Justin Herbert,0,
MIX-304,Librarian,First Edition,Mixtape Battlefoil,Glow,SSP,115,Devin Booker,0,
MIX-305,Aeronaut,First Edition,Mixtape Battlefoil,Glow,SSP,115,Nolan Arenado,0,
MIX-306,Sabotage,First Edition,Mixtape Battlefoil,Glow,SSP,115,Domantas Sabonis,0,
MIX-307,Mic'd Up,First Edition,Mixtape Battlefoil,Glow,SSP,110,MIke Evans,0,
MIX-308,Jambox,First Edition,Mixtape Battlefoil,Glow,SSP,110,Ja Morant,0,
MIX-309,Simon Says,First Edition,Mixtape Battlefoil,Glow,SSP,110,Anfernee Simons,0,
MIX-310,Mr. Irrelevant,First Edition,Mixtape Battlefoil,Glow,SSP,110,Brock Purdy,0,
MIX-311,Pantera,First Edition,Mixtape Battlefoil,Glow,SSP,110,Luis Robert Jr,0,
MIX-312,Rockstar,First Edition,Mixtape Battlefoil,Glow,SSP,110,Jazz Chisholm,0,
MIX-313,Big-Z,First Edition,Mixtape Battlefoil,Glow,SSP,105,Zion Williamson,0,
MIX-314,Clutch,First Edition,Mixtape Battlefoil,Glow,SSP,105,Andrew McCutchen,0,
MIX-315,PukaDot,First Edition,Mixtape Battlefoil,Glow,SSP,105,Puka Nacua,0,
MIX-316,Sprinkler,First Edition,Mixtape Battlefoil,Glow,SSP,105,Luis Arraez,0,
MIX-317,Foxhole,First Edition,Mixtape Battlefoil,Glow,SSP,105,De'Aaron Fox,0,
MIX-318,Thomstone,First Edition,Mixtape Battlefoil,Glow,SSP,105,Brian Thomas Jr,0,
MIX-319,Botto,First Edition,Mixtape Battlefoil,Glow,SSP,100,Joey Votto,0,
MIX-320,Lawman,First Edition,Mixtape Battlefoil,Glow,SSP,100,Trevor Lawrence,0,
MIX-321,Barnacle,First Edition,Mixtape Battlefoil,Glow,SSP,100,Scottie Barnes,0,
MIX-322,Laviathan,First Edition,Mixtape Battlefoil,Glow,SSP,100,Zach Lavine,0,
MIX-323,Breeze,First Edition,Mixtape Battlefoil,Glow,SSP,100,Breece Hall,0,
MIX-324,Gravedigger,First Edition,Mixtape Battlefoil,Glow,SSP,100,Stefon Diggs,0,
MIX-325,D-Hop,First Edition,Mixtape Battlefoil,Glow,SSP,95,Deandre Hopkins,0,
MIX-326,Alien,First Edition,Mixtape Battlefoil,Glow,SSP,95,CJ Abrams,0,
MIX-327,Portalize,First Edition,Mixtape Battlefoil,Glow,SSP,95,Sam Laporta,0,
MIX-328,Torque,First Edition,Mixtape Battlefoil,Glow,SSP,95,Spencer Torkelson,0,
MIX-329,Risarcher,First Edition,Mixtape Battlefoil,Glow,SSP,95,Zaccharie Risacher,0,
MIX-330,Sarrtillery,First Edition,Mixtape Battlefoil,Glow,SSP,95,Alexandre Sarr,0,
MIX-331,LeBoss,First Edition,Mixtape Battlefoil,Fire,SSP,135,Lebron James,0,
MIX-332,Merlomes,First Edition,Mixtape Battlefoil,Fire,SSP,135,Patrick Mahomes,0,
MIX-333,Chosen,First Edition,Mixtape Battlefoil,Fire,SSP,135,Juan Soto,0,
MIX-334,Midas,First Edition,Mixtape Battlefoil,Fire,SSP,135,Steph Curry,0,
MIX-335,Bison,First Edition,Mixtape Battlefoil,Fire,SSP,135,Josh Allen,0,
MIX-336,Wargod,First Edition,Mixtape Battlefoil,Fire,SSP,135,Mike Trout,0,
MIX-337,Donny Buckets,First Edition,Mixtape Battlefoil,Fire,SSP,130,Luka Doncic,0,
MIX-338,Warp,First Edition,Mixtape Battlefoil,Fire,SSP,130,Lamar Jackson,0,
MIX-339,Harpoon,First Edition,Mixtape Battlefoil,Fire,SSP,130,Bryca Harper,0,
MIX-340,Mustang,First Edition,Mixtape Battlefoil,Fire,SSP,130,Nikola Jokic,0,
MIX-341,Jaybird,First Edition,Mixtape Battlefoil,Fire,SSP,130,Jayden Daniels,0,
MIX-342,J-Jetts,First Edition,Mixtape Battlefoil,Fire,SSP,130,Justin Jefferson,0,
MIX-343,Merri-Go-Round,First Edition,Mixtape Battlefoil,Fire,SSP,125,Jackson Marrill,0,
