Card #,Hero,Variation,Treatment,Weapon,Notation,Power,Athlete Inspiration,Play Cost,Play Ability
BL-O132,Shystep,First Edition,ORANGE BLAST,FIRE,,125,Shai Gilgeous-Alexander,0,
BL-O133,Ram,First Edition,ORANGE BLAST,FIRE,,125,Jose Ramirez,0,
BL-O134,Freakshow,First Edition,ORANGE BLAST,FIRE,,125,Giannis Anteokounmpo,0,
BL-O135,Lightningrod,First Edition,ORANGE BLAST,FIRE,,125,Julio Rodriguez,0,
BL-O136,Bayou,First Edition,ORANGE BLAST,FIRE,,125,Ja'marr Chase,0,
BL-O137,McArmyKnife,First Edition,ORANGE BLAST,FIRE,,120,Christian McCaffrey,0,
BL-O138,Tigre,First Edition,ORANGE BLAST,FIRE,,120,Miguel Cabrera,0,
BL-O139,Cheetah,First Edition,ORANGE BLAST,FIRE,,120,Tyreek Hill,0,
BL-O140,Spider,First Edition,ORANGE BLAST,FIRE,,120,Donovan Mitchell,0,
BL-O141,Crews-Missle,First Edition,ORANGE BLAST,FIRE,,120,Dylan Crews,0,
BL-O142,Unibrow,First Edition,ORANGE BLAST,FIRE,,120,Anthony Davis,0,
BL-O143,Exterminaber,First Edition,ORANGE BLAST,FIRE,,115,Malik Nabers,0,
BL-O144,Bomber,First Edition,ORANGE BLAST,FIRE,,115,Jordan Alvarez,0,
BL-O145,Juice,First Edition,ORANGE BLAST,FIRE,,115,Jaylen Brown,0,
BL-O146,Attak,First Edition,ORANGE BLAST,FIRE,,115,Dak Prescott,0,
BL-O147,ChetMate,First Edition,ORANGE BLAST,FIRE,,115,Chet Holmgren,0,
BL-O148,Phoenix,First Edition,ORANGE BLAST,FIRE,,115,Bo Nix,0,
BL-O149,Lieutenant,First Edition,ORANGE BLAST,FIRE,,110,Dansby Swanson,0,
BL-O150,Snowbear,First Edition,ORANGE BLAST,FIRE,,110,Pete Alonso,0,
BL-O151,Boltage,First Edition,ORANGE BLAST,FIRE,,110,Justin Herbert,0,
BL-O152,Librarian,First Edition,ORANGE BLAST,FIRE,,110,Devin Booker,0,
BL-O153,Aeronaut,First Edition,ORANGE BLAST,FIRE,,110,Nolan Arenado,0,
BL-O154,Sabotage,First Edition,ORANGE BLAST,FIRE,,110,Domantas Sabonis,0,
BL-O155,Mic'd Up,First Edition,ORANGE BLAST,FIRE,,105,MIke Evans,0,
BL-O156,Jambox,First Edition,ORANGE BLAST,FIRE,,105,Ja Morant,0,
BL-O157,Simon Says,First Edition,ORANGE BLAST,FIRE,,105,Anfernee Simons,0,
BL-O158,Mr. Irrelevant,First Edition,ORANGE BLAST,FIRE,,105,Brock Purdy,0,
BL-O159,Pantera,First Edition,ORANGE BLAST,FIRE,,105,Luis Robert Jr,0,
BL-O160,Rockstar,First Edition,ORANGE BLAST,FIRE,,105,Jazz Chisholm,0,
BL-O161,Big-Z,First Edition,ORANGE BLAST,FIRE,,100,Zion Williamson,0,
BL-O162,Clutch,First Edition,ORANGE BLAST,FIRE,,100,Andrew McCutchen,0,
BL-O163,PukaDot,First Edition,ORANGE BLAST,FIRE,,100,Puka Nacua,0,
BL-O164,Sprinkler,First Edition,ORANGE BLAST,FIRE,,100,Luis Arraez,0,
BL-O165,Foxhole,First Edition,ORANGE BLAST,FIRE,,100,De'Aaron Fox,0,
BL-O166,Thomstone,First Edition,ORANGE BLAST,FIRE,,100,Brian Thomas Jr,0,
BL-O167,Botto,First Edition,ORANGE BLAST,FIRE,,95,Joey Votto,0,
BL-O168,Lawman,First Edition,ORANGE BLAST,FIRE,,95,Trevor Lawrence,0,
BL-O169,Barnacle,First Edition,ORANGE BLAST,FIRE,,95,Scottie Barnes,0,
BL-O170,Laviathan,First Edition,ORANGE BLAST,FIRE,,95,Zach Lavine,0,
BL-O171,Breeze,First Edition,ORANGE BLAST,FIRE,,95,Breece Hall,0,
BL-O172,Gravedigger,First Edition,ORANGE BLAST,FIRE,,95,Stefon Diggs,0,
BL-O173,D-Hop,First Edition,ORANGE BLAST,FIRE,,90,Deandre Hopkins,0,
BL-O174,Alien,First Edition,ORANGE BLAST,FIRE,,90,CJ Abrams,0,
BL-O175,Portalize,First Edition,ORANGE BLAST,FIRE,,90,Sam Laporta,0,
BL-O176,Torque,First Edition,ORANGE BLAST,FIRE,,90,Spencer Torkelson,0,
BL-O177,Risarcher,First Edition,ORANGE BLAST,FIRE,,90,Zaccharie Risacher,0,
BL-O178,Sarrtillery,First Edition,ORANGE BLAST,FIRE,,90,Alexandre Sarr,0,
Billy-27,Billy,First Edition,ORANGE BLAST,FIRE,,185,Billy the Pug,0,
CJ-27,CJ Maddux,First Edition,ORANGE BLAST,FIRE,,185,CJ Maddux,0,
BL-SK5,Bombeezy,Emillio Estevez Debut,ORANGE BLAST,FIRE,,185,Emillio Estevez,0,
BL-S1,Bojax,Founding Hero,SILVER BLAST,STEEL,,185,Bo Jackson,0,
BL-S2,A.I.,Allen Iverson Debut,SILVER BLAST,STEEL,,170,Allen Iverson,0,
BL-S3,Young-Gunner,Steve Young Debut,SILVER BLAST,STEEL,,170,Steve Young,0,
BL-S4,Leducky,Brandi Chastain Debut,SILVER BLAST,STEEL,,170,Katie Ledecky,0,
BL-S5,Boz,Brian Bosworth Debut,SILVER BLAST,STEEL,,165,Brian Bosworth,0,
BL-S6,Cruschman,Adley Rutshman Debut,SILVER BLAST,STEEL,,165,Adley Rutschman,0,
BL-S7,Allenwrench,Marcus Allen Debut,SILVER BLAST,STEEL,,165,Marcus Allen,0,
BL-S8,Star-Bach,Roger Staubach Debut,SILVER BLAST,STEEL,,160,Roger Staubach,0,
BL-S9,Grand-Ma-Ma,Larry Johnson Debut,SILVER BLAST,STEEL,,160,Larry Johnson,0,
BL-S10,Amon-Ra,Amon-Ra St. Brown Debut,SILVER BLAST,STEEL,,160,Amon-Ra St. Brown,0,
BL-S11,Waddler,Jaylen Waddle Debut,SILVER BLAST,STEEL,,155,Jaylen Waddle,0,
BL-S12,Donnie Baseball,Don Mattingly Debut,SILVER BLAST,STEEL,,155,Don Mattingly,0,
BL-S13,Boshpit,Chris Bosh Debut,SILVER BLAST,STEEL,,155,Chris Bosh,0,
BL-S14,Thurmanator,Thuman Thomas Debut,SILVER BLAST,STEEL,,150,Thurman Thomas,0,
BL-S15,Flutie,Doug Flutie Debut,SILVER BLAST,STEEL,,150,Doug Flutie,0,
BL-S16,Green-Machine,Jalen Green Debut,SILVER BLAST,STEEL,,150,Jalen Green,0,
BL-S17,KAT,Karl-Anthony Towns Debut,SILVER BLAST,STEEL,,150,Karl-Anthony Towns,0,
BL-S18,Mean-Joe,Joe Greene Debut,SILVER BLAST,STEEL,,150,Mean Joe Greene,0,
BL-S19,Chief,Robert Parish Debut,SILVER BLAST,STEEL,,150,Robert Parish,0,
BL-S20,Thrill,Will Clark Debut,SILVER BLAST,STEEL,,145,Will Clark,0,
BL-S21,Frostebite,Trae Young Debut,SILVER BLAST,STEEL,,145,Trae Young,0,
BL-S22,Blockhale,Kevin McHale Debut,SILVER BLAST,STEEL,,145,Kevin Mchale,0,
BL-S23,Timmy,Tim Brown Debut,SILVER BLAST,STEEL,,145,Tim Brown,0,
BL-S24,Palmer,Jim Palmer Debut,SILVER BLAST,STEEL,,145,Jim Palmer,0,
BL-S25,Thighs Man,Joe Theisman,SILVER BLAST,STEEL,,145,Joe Theismann,0,
BL-S26,Rodder,Rod Smith Debut,SILVER BLAST,STEEL,,140,Rod Smith,0,
BL-S27,Awesome Dawson,Andre Dawson Debut,SILVER BLAST,STEEL,,140,Andre Dawson,0,
BL-S28,Line-Art,Matt Leinart Debut,SILVER BLAST,STEEL,,140,Matt Leinart,0,
BL-S29,Swoopes,Sheryl Swoopes Debut,SILVER BLAST,STEEL,,140,Sheryl Swoopes,0,
BL-S30,Smoke,Dave Stewart Debut,SILVER BLAST,STEEL,,140,Dave Stewart,0,
BL-S31,Man of Steal,Vince Coleman Debut,SILVER BLAST,STEEL,,140,Vince Coleman,0,
BL-S32,Showtime,First Edition,SILVER BLAST,STEEL,,130,Shohei Ohtani,0,
BL-S33,Matata,First Edition,SILVER BLAST,STEEL,,130,Ronald Acuna Jr.,0,
BL-S34,Gaveler,First Edition,SILVER BLAST,STEEL,,130,Aaron Judge,0,
BL-S35,Burrocious,First Edition,SILVER BLAST,STEEL,,130,Joe Burrow,0,
BL-S36,Victory,First Edition,SILVER BLAST,STEEL,,130,Victor Wembenyama,0,
BL-S37,Shrouded,First Edition,SILVER BLAST,STEEL,,125,CJ Stroud,0,
BL-S38,Taze'em,First Edition,SILVER BLAST,STEEL,,125,Jayson Tatum,0,
BL-S39,Caliber,First Edition,SILVER BLAST,STEEL,,125,Caleb Williams,0,
BL-S40,C.C.,First Edition,SILVER BLAST,STEEL,,125,Caitlin Clark,0,
BL-S41,Doublecheck,First Edition,SILVER BLAST,STEEL,,125,Aaron Rodgers,0,
BL-S42,Cobra,First Edition,SILVER BLAST,STEEL,,120,Kevin Durant,0,
BL-S43,Cruze-Control,First Edition,SILVER BLAST,STEEL,,120,Elly De La Cruz,0,
BL-S44,Processor,First Edition,SILVER BLAST,STEEL,,120,Joel Embiid,0,
BL-S45,Burner,First Edition,SILVER BLAST,STEEL,,120,Jalen Brunson,0,
BL-S46,Cowboy,First Edition,SILVER BLAST,STEEL,,120,Corey Seager,0,
BL-S47,Yeti,First Edition,SILVER BLAST,STEEL,,115,Travis Kelce,0,
BL-S48,Tattoo,First Edition,SILVER BLAST,STEEL,,115,Fernando Tatis Jr.,0,
BL-S49,Superbaby,First Edition,SILVER BLAST,STEEL,,115,Rafael Devers,0,
BL-S50,Jeesaw,First Edition,SILVER BLAST,STEEL,,115,Najee Harris,0,
BL-S51,Tongue-Twister,First Edition,SILVER BLAST,STEEL,,115,Tua Tagovailoa,0,
BL-S52,Halo,First Edition,SILVER BLAST,STEEL,,110,Angel Reese,0,
BL-S53,Eagle-Eye,First Edition,SILVER BLAST,STEEL,,110,Jalen Hurts,0,
BL-S54,Turntable,First Edition,SILVER BLAST,STEEL,,110,Trea Turner,0,
BL-S55,Bandelero,First Edition,SILVER BLAST,STEEL,,110,Paolo Banchero,0,
BL-S56,Marverati,First Edition,SILVER BLAST,STEEL,,110,Marvin Harrison Jr.,0,
BL-S57,Action,First Edition,SILVER BLAST,STEEL,,105,Jackson Holliday,0,
BL-S58,Vampire,First Edition,SILVER BLAST,STEEL,,105,Vladimir Guerrero Jr.,0,
BL-S59,Jeeves,First Edition,SILVER BLAST,STEEL,,105,Jimmy Butler,0,
BL-S60,Carroller,First Edition,SILVER BLAST,STEEL,,105,Corbin Carroll,0,
BL-S61,Draco,First Edition,SILVER BLAST,STEEL,,105,Drake Maye,0,
BL-S62,Cha-Ching,First Edition,SILVER BLAST,STEEL,,100,Jackson Chourio,0,
BL-S63,Time,First Edition,SILVER BLAST,STEEL,,100,Damian Lillard,0,
BL-S64,Fungi,First Edition,SILVER BLAST,STEEL,,100,Kawhi Leonard,0,
BL-S65,Wild Beard,First Edition,SILVER BLAST,STEEL,,100,James Harden,0,
BL-S66,Shepherd,First Edition,SILVER BLAST,STEEL,,100,Ceedee Lamb,0,
BL-S67,Ollie,First Edition,SILVER BLAST,STEEL,,95,Matt Olson,0,
BL-S68,Tank,First Edition,SILVER BLAST,STEEL,,95,Derrick Henry,0,
BL-S69,Grin,First Edition,SILVER BLAST,STEEL,,95,Fracisco Lindor,0,
BL-S70,Bammer,First Edition,SILVER BLAST,STEEL,,95,Bam Adebayo,0,
BL-S71,Barreler,First Edition,SILVER BLAST,STEEL,,95,Cooper Kupp,0,
BL-S72,Cupid,First Edition,SILVER BLAST,STEEL,,90,Jordan Love,0,
BL-S73,Javalanche,First Edition,SILVER BLAST,STEEL,,90,Jamal Murray,0,
BL-S74,Bionic,First Edition,SILVER BLAST,STEEL,,90,Carlos Correa,0,
BL-S75,Stitcher,First Edition,SILVER BLAST,STEEL,,90,Jonathan Taylor,0,
BL-S76,Triple Threat,First Edition,SILVER BLAST,STEEL,,90,Lamelo Ball,0,
BL-S77,BoJax,Founding Hero Alpha Update,SILVER BLAST,STEEL,,185,Bo Jackson,0,
BL-S78,Magic,Magic Johnson Debut,SILVER BLAST,STEEL,,170,Magic Johnson,0,
BL-S79,Emmitt-164,Emmitt Smith Debut,SILVER BLAST,STEEL,,170,Emmitt Smith,0,
BL-S80,Marino,Dan Marino Debut,SILVER BLAST,STEEL,,170,Dan Marino,0,
BL-S81,"Barry ""Cutback"" Sanders",Barry Sanders Debut,SILVER BLAST,STEEL,,170,Barry Sanders,0,
BL-S82,Muggsy,Muggsy Bogues Debut,SILVER BLAST,STEEL,,165,Muggsy Bogues,0,
BL-S83,Spudnick,Spudd Webb Debut,SILVER BLAST,STEEL,,165,Spudd Webb,0,
BL-S84,The Ironman,Cal Ripkin JR Debut,SILVER BLAST,STEEL,,165,Cal Ripkin JR,0,
BL-S85,Peek-A-Boo,Picabo Street Debut,SILVER BLAST,STEEL,,165,Picabo Street,0,
BL-S86,Wizard,Ozzie Smith Debut,SILVER BLAST,STEEL,,160,Ozzie Smith,0,
BL-S87,Joey Jawz,Joey Chestnut Debut,SILVER BLAST,STEEL,,160,Joey Chestnut,0,
BL-S88,Bus,Jerome Bettis Debut,SILVER BLAST,STEEL,,160,Jerome Bettis,0,
BL-S89,Chicken Man,Wade Boggs Debut,SILVER BLAST,STEEL,,160,Wade Boggs,0,
BL-S90,HowBout'em,Jimmy Johnson Debut,SILVER BLAST,STEEL,,160,Jimmy Johnson,0,
BL-S91,Sea-Largent,Steve Largent Debut,SILVER BLAST,STEEL,,155,Steve Largent,0,
BL-S92,Howietzer,Howie Long Debut,SILVER BLAST,STEEL,,155,Howie Long,0,
BL-S93,Goggles,Eric Dickerson Debut,SILVER BLAST,STEEL,,155,Eric Dickerson,0,
BL-S94,Steady Eddie,Eddie George Debut,SILVER BLAST,STEEL,,155,Eddie George,0,
BL-S95,X.L.,Xavier Legette Alpha Update,SILVER BLAST,STEEL,,155,Xavier Legette,0,
BL-S96,Pet Dog,Ethan Petry Debut,SILVER BLAST,STEEL,,155,Ethan Petry,0,
BL-S97,Windmill,Dominique Wilkins Debut,SILVER BLAST,STEEL,,155,Dominique Wilkins,0,
BL-S98,Boom,Boomer Esiason Debut,SILVER BLAST,STEEL,,155,Boomer Esiason,0,
BL-S99,Cameleon,Cameron Brink Debut,SILVER BLAST,STEEL,,155,Cameron Brink,0,
BL-S100,Curaçao Kid,Anduw Jones Debut,SILVER BLAST,STEEL,,150,Anduw Jones,0,
BL-S101,Sterling,Sterling Sharpe Debut,SILVER BLAST,STEEL,,150,Sterling Sharpe,0,
BL-S102,Caveman,Johnny Damon Debut,SILVER BLAST,STEEL,,150,Johnny Damon,0,
BL-S103,Lady Magic,Nancy Lieberman Debut,SILVER BLAST,STEEL,,150,Nancy Lieberman,0,
BL-S104,Hoge-Ball,Merril Hoge Debut,SILVER BLAST,STEEL,,145,Merril Hoge,0,
BL-S105,InVinceable,Vince Young Debut,SILVER BLAST,STEEL,,145,Vince Young,0,
BL-S106,Slash,Kordell Stewart Debut,SILVER BLAST,STEEL,,145,Kordell Stewart,0,
BL-S107,Tikoff,Fred Biletnikoff Debut,SILVER BLAST,STEEL,,145,Fred Biletnikoff,0,
BL-S108,Bone,Jay Buhner Debut,SILVER BLAST,STEEL,,145,Jay Buhner,0,
BL-S109,Kurse,Jevon Kearse Debut,SILVER BLAST,STEEL,,140,Jevon Kearse,0,
BL-S110,Deep Freeze,George Gervin Debut,SILVER BLAST,STEEL,,140,George Gervin,0,
BL-S111,Woody,Darren Woodson Debut,SILVER BLAST,STEEL,,140,Darren Woodson,0,
BL-S112,Coopanova,Cynthia Cooper Debut,SILVER BLAST,STEEL,,140,Cynthia Cooper,0,
BL-S113,Hard-Drive,Tim Hardaway Debut,SILVER BLAST,STEEL,,140,Tim Hardaway,0,
BL-S114,BuckShot,Buck Showalter Debut,SILVER BLAST,STEEL,,140,Buck Showalter,0,
BL-S115,Haymaker,Spencer Haywood Debut,SILVER BLAST,STEEL,,140,Spencer Haywood,0,
BL-S116,Tank,Bo Said So,SILVER BLAST,STEEL,,170,Derrick Henry,0,
BL-S117,Skeee,First Edition,SILVER BLAST,STEEL,,165,Paul Skenes,0,
BL-S118,AJax,First Edition,SILVER BLAST,STEEL,,165,A'ja Wilson,0,
BL-S119,LeBoss,First Edition,SILVER BLAST,STEEL,,130,Lebron James,0,
BL-S120,Merlomes,First Edition,SILVER BLAST,STEEL,,130,Patrick Mahomes,0,
BL-S121,Chosen,First Edition,SILVER BLAST,STEEL,,130,Juan Soto,0,
BL-S122,Midas,First Edition,SILVER BLAST,STEEL,,130,Steph Curry,0,
BL-S123,Bison,First Edition,SILVER BLAST,STEEL,,130,Josh Allen,0,
BL-S124,Wargod,First Edition,SILVER BLAST,STEEL,,130,Mike Trout,0,
BL-S125,Donny Buckets,First Edition,SILVER BLAST,STEEL,,125,Luka Doncic,0,
BL-S126,Warp,First Edition,SILVER BLAST,STEEL,,125,Lamar Jackson,0,
BL-S127,Harpoon,First Edition,SILVER BLAST,STEEL,,125,Bryca Harper,0,
BL-S128,Mustang,First Edition,SILVER BLAST,STEEL,,125,Nikola Jokic,0,
BL-S129,Jaybird,First Edition,SILVER BLAST,STEEL,,125,Jayden Daniels,0,
BL-S130,J-Jetts,First Edition,SILVER BLAST,STEEL,,125,Justin Jefferson,0,
BL-S131,Merri-Go-Round,First Edition,SILVER BLAST,STEEL,,120,Jackson Marrill,0,
BL-S132,Shystep,First Edition,SILVER BLAST,STEEL,,120,Shai Gilgeous-Alexander,0,
BL-S133,Ram,First Edition,SILVER BLAST,STEEL,,120,Jose Ramirez,0,
BL-S134,Freakshow,First Edition,SILVER BLAST,STEEL,,120,Giannis Anteokounmpo,0,
BL-S135,Lightningrod,First Edition,SILVER BLAST,STEEL,,120,Julio Rodriguez,0,
BL-S136,Bayou,First Edition,SILVER BLAST,STEEL,,120,Ja'marr Chase,0,
BL-S137,McArmyKnife,First Edition,SILVER BLAST,STEEL,,115,Christian McCaffrey,0,
BL-S138,Tigre,First Edition,SILVER BLAST,STEEL,,115,Miguel Cabrera,0,
BL-S139,Cheetah,First Edition,SILVER BLAST,STEEL,,115,Tyreek Hill,0,
BL-S140,Spider,First Edition,SILVER BLAST,STEEL,,115,Donovan Mitchell,0,
BL-S141,Crews-Missle,First Edition,SILVER BLAST,STEEL,,115,Dylan Crews,0,
BL-S142,Unibrow,First Edition,SILVER BLAST,STEEL,,115,Anthony Davis,0,
BL-S143,Exterminaber,First Edition,SILVER BLAST,STEEL,,110,Malik Nabers,0,
BL-S144,Bomber,First Edition,SILVER BLAST,STEEL,,110,Jordan Alvarez,0,
BL-S145,Juice,First Edition,SILVER BLAST,STEEL,,110,Jaylen Brown,0,
BL-S146,Attak,First Edition,SILVER BLAST,STEEL,,110,Dak Prescott,0,
BL-S147,ChetMate,First Edition,SILVER BLAST,STEEL,,110,Chet Holmgren,0,
BL-S148,Phoenix,First Edition,SILVER BLAST,STEEL,,110,Bo Nix,0,
BL-S149,Lieutenant,First Edition,SILVER BLAST,STEEL,,105,Dansby Swanson,0,
BL-S150,Snowbear,First Edition,SILVER BLAST,STEEL,,105,Pete Alonso,0,
BL-S151,Boltage,First Edition,SILVER BLAST,STEEL,,105,Justin Herbert,0,
BL-S152,Librarian,First Edition,SILVER BLAST,STEEL,,105,Devin Booker,0,
BL-S153,Aeronaut,First Edition,SILVER BLAST,STEEL,,105,Nolan Arenado,0,
BL-S154,Sabotage,First Edition,SILVER BLAST,STEEL,,105,Domantas Sabonis,0,
BL-S155,Mic'd Up,First Edition,SILVER BLAST,STEEL,,100,MIke Evans,0,
BL-S156,Jambox,First Edition,SILVER BLAST,STEEL,,100,Ja Morant,0,
BL-S157,Simon Says,First Edition,SILVER BLAST,STEEL,,100,Anfernee Simons,0,
BL-S158,Mr. Irrelevant,First Edition,SILVER BLAST,STEEL,,100,Brock Purdy,0,
BL-S159,Pantera,First Edition,SILVER BLAST,STEEL,,100,Luis Robert Jr,0,
BL-S160,Rockstar,First Edition,SILVER BLAST,STEEL,,100,Jazz Chisholm,0,
BL-S161,Big-Z,First Edition,SILVER BLAST,STEEL,,95,Zion Williamson,0,
BL-S162,Clutch,First Edition,SILVER BLAST,STEEL,,95,Andrew McCutchen,0,
BL-S163,PukaDot,First Edition,SILVER BLAST,STEEL,,95,Puka Nacua,0,
BL-S164,Sprinkler,First Edition,SILVER BLAST,STEEL,,95,Luis Arraez,0,
BL-S165,Foxhole,First Edition,SILVER BLAST,STEEL,,95,De'Aaron Fox,0,
BL-S166,Thomstone,First Edition,SILVER BLAST,STEEL,,95,Brian Thomas Jr,0,
BL-S167,Botto,First Edition,SILVER BLAST,STEEL,,90,Joey Votto,0,
BL-S168,Lawman,First Edition,SILVER BLAST,STEEL,,90,Trevor Lawrence,0,
BL-S169,Barnacle,First Edition,SILVER BLAST,STEEL,,90,Scottie Barnes,0,
BL-S170,Laviathan,First Edition,SILVER BLAST,STEEL,,90,Zach Lavine,0,
BL-S171,Breeze,First Edition,SILVER BLAST,STEEL,,90,Breece Hall,0,
BL-S172,Gravedigger,First Edition,SILVER BLAST,STEEL,,90,Stefon Diggs,0,
BL-S173,D-Hop,First Edition,SILVER BLAST,STEEL,,85,Deandre Hopkins,0,
BL-S174,Alien,First Edition,SILVER BLAST,STEEL,,85,CJ Abrams,0,
BL-S175,Portalize,First Edition,SILVER BLAST,STEEL,,85,Sam Laporta,0,
BL-S176,Torque,First Edition,SILVER BLAST,STEEL,,85,Spencer Torkelson,0,
BL-S177,Risarcher,First Edition,SILVER BLAST,STEEL,,85,Zaccharie Risacher,0,
BL-S178,Sarrtillery,First Edition,SILVER BLAST,STEEL,,85,Alexandre Sarr,0,
Billy-28,Billy,First Edition,SILVER BLAST,STEEL,,170,Billy the Pug,0,
CJ-28,CJ Maddux,First Edition,SILVER BLAST,STEEL,,170,CJ Maddux,0,
BL-SK6,Bombeezy,Emillio Estevez Debut,SILVER BLAST,STEEL,,140,Emillio Estevez,0,
BBFA-1,A.I.,Allen Iverson Debut,SILVER BLAST,GLOW,,190,Allen Iverson,0,
BBFA-2,A.I.,Allen Iverson Debut,SILVER BLAST,FIRE,,185,Allen Iverson,0,
BBFA-3,A.I.,Allen Iverson Debut,SILVER BLAST,ICE,,185,Allen Iverson,0,
BBFA-4,Young-Gunner,Steve Young Debut,SILVER BLAST,GLOW,,190,Steve Young,0,
BBFA-5,Young-Gunner,Steve Young Debut,SILVER BLAST,FIRE,,185,Steve Young,0,
BBFA-6,Young-Gunner,Steve Young Debut,SILVER BLAST,ICE,,185,Steve Young,0,
BBFA-7,Brandi,Brandi Chastain Debut,SILVER BLAST,GLOW,,190,Chastain,0,
BBFA-8,Brandi,Brandi Chastain Debut,SILVER BLAST,FIRE,,185,Chastain,0,
BBFA-9,Brandi,Brandi Chastain Debut,SILVER BLAST,ICE,,185,Chastain,0,
BBFA-10,Boz,Brian Bosworth Debut,SILVER BLAST,GLOW,,185,Brian Bosworth,0,
BBFA-11,Boz,Brian Bosworth Debut,SILVER BLAST,FIRE,,180,Brian Bosworth,0,
BBFA-12,Boz,Brian Bosworth Debut,SILVER BLAST,ICE,,180,Brian Bosworth,0,
BBFA-13,Cruschman,Adley Rutshman Debut,SILVER BLAST,GLOW,,185,Adley Rutschman,0,
BBFA-14,Cruschman,Adley Rutshman Debut,SILVER BLAST,FIRE,,180,Adley Rutschman,0,
BBFA-15,Cruschman,Adley Rutshman Debut,SILVER BLAST,ICE,,180,Adley Rutschman,0,
BBFA-16,Allenwrench,Marcus Allen Debut,SILVER BLAST,GLOW,,185,Marcus Allen,0,
BBFA-17,Allenwrench,Marcus Allen Debut,SILVER BLAST,FIRE,,180,Marcus Allen,0,
BBFA-18,Allenwrench,Marcus Allen Debut,SILVER BLAST,ICE,,180,Marcus Allen,0,
BBFA-19,Star-Bach,Roger Staubach Debut,SILVER BLAST,GLOW,,180,Roger Staubach,0,
BBFA-20,Star-Bach,Roger Staubach Debut,SILVER BLAST,FIRE,,175,Roger Staubach,0,
BBFA-21,Star-Bach,Roger Staubach Debut,SILVER BLAST,ICE,,175,Roger Staubach,0,
BBFA-22,Grand-Ma-Ma,Larry Johnson Debut,SILVER BLAST,GLOW,,180,Larry Johnson,0,
BBFA-23,Grand-Ma-Ma,Larry Johnson Debut,SILVER BLAST,FIRE,,175,Larry Johnson,0,
BBFA-24,Grand-Ma-Ma,Larry Johnson Debut,SILVER BLAST,ICE,,175,Larry Johnson,0,
BBFA-25,Amon-Ra,Amon-Ra St. Brown Debut,SILVER BLAST,GLOW,,180,Amon-Ra St. Brown,0,
BBFA-26,Amon-Ra,Amon-Ra St. Brown Debut,SILVER BLAST,FIRE,,175,Amon-Ra St. Brown,0,
BBFA-27,Amon-Ra,Amon-Ra St. Brown Debut,SILVER BLAST,ICE,,175,Amon-Ra St. Brown,0,
BBFA-28,Waddler,Jaylen Waddle Debut,SILVER BLAST,GLOW,,175,Jaylen Waddle,0,
BBFA-29,Waddler,Jaylen Waddle Debut,SILVER BLAST,FIRE,,165,Jaylen Waddle,0,
BBFA-30,Waddler,Jaylen Waddle Debut,SILVER BLAST,ICE,,165,Jaylen Waddle,0,
BBFA-31,Donnie Baseball,Don Mattingly Debut,SILVER BLAST,GLOW,,175,Don Mattingly,0,
BBFA-32,Donnie Baseball,Don Mattingly Debut,SILVER BLAST,FIRE,,165,Don Mattingly,0,
BBFA-33,Donnie Baseball,Don Mattingly Debut,SILVER BLAST,ICE,,165,Don Mattingly,0,
BBFA-34,Boshpit,Chris Bosh Debut,SILVER BLAST,GLOW,,175,Chris Bosh,0,
BBFA-35,Boshpit,Chris Bosh Debut,SILVER BLAST,FIRE,,165,Chris Bosh,0,
BBFA-36,Boshpit,Chris Bosh Debut,SILVER BLAST,ICE,,165,Chris Bosh,0,
BBFA-37,Thurmanator,Thuman Thomas Debut,SILVER BLAST,GLOW,,170,Thurman Thomas,0,
BBFA-38,Thurmanator,Thuman Thomas Debut,SILVER BLAST,FIRE,,160,Thurman Thomas,0,
BBFA-39,Thurmanator,Thuman Thomas Debut,SILVER BLAST,ICE,,160,Thurman Thomas,0,
BBFA-40,Flutie,Doug Flutie Debut,SILVER BLAST,GLOW,,170,Doug Flutie,0,
BBFA-41,Flutie,Doug Flutie Debut,SILVER BLAST,FIRE,,160,Doug Flutie,0,
BBFA-42,Flutie,Doug Flutie Debut,SILVER BLAST,ICE,,160,Doug Flutie,0,
BBFA-43,Green-Machine,Jalen Green Debut,SILVER BLAST,GLOW,,170,Jalen Green,0,
BBFA-44,Green-Machine,Jalen Green Debut,SILVER BLAST,FIRE,,160,Jalen Green,0,
BBFA-45,Green-Machine,Jalen Green Debut,SILVER BLAST,ICE,,160,Jalen Green,0,
BBFA-46,KAT,Karl-Anthony Towns Debut,SILVER BLAST,GLOW,,170,Karl-Anthony Towns,0,
BBFA-47,KAT,Karl-Anthony Towns Debut,SILVER BLAST,FIRE,,160,Karl-Anthony Towns,0,
BBFA-48,KAT,Karl-Anthony Towns Debut,SILVER BLAST,ICE,,160,Karl-Anthony Towns,0,
BBFA-49,Mean-Joe,Joe Greene Debut,SILVER BLAST,GLOW,,170,Mean Joe Greene,0,
BBFA-50,Mean-Joe,Joe Greene Debut,SILVER BLAST,FIRE,,160,Mean Joe Greene,0,
BBFA-51,Mean-Joe,Joe Greene Debut,SILVER BLAST,ICE,,160,Mean Joe Greene,0,
BBFA-52,Chief,Robert Parish Debut,SILVER BLAST,GLOW,,170,Robert Parish,0,
BBFA-53,Chief,Robert Parish Debut,SILVER BLAST,FIRE,,160,Robert Parish,0,
BBFA-54,Chief,Robert Parish Debut,SILVER BLAST,ICE,,160,Robert Parish,0,
