bv_id,external_card_number,internal_card_number,name,type,set,sub_set,variations,element,power,cost,image_url,is_placeholder,filename,download_status,error
16773,LOGO-37,LOGO-037,The Red Baron,Hero,Griffey,2025 Release,Logofoil,Hex,175,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16774,LOGO-168,LOGO-168,The Red Baron,Hero,Griffey,2025 Release,Logofoil,Glow,165,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16775,LOGO-299,LOGO-299,The Red Baron,Hero,Griffey,2025 Release,Logofoil,Fire,155,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16776,LOGO-430,LOGO-430,The Red Baron,Hero,Griffey,2025 Release,Logofoil,Ice,155,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16777,LOGO-561,LOGO-561,The Red Baron,Hero,Griffey,2025 Release,Logofoil,Steel,145,,https://images.bazookavault.com/card_fronts/Temporary_Griffey_Logofoil_Steel-bz1.webp,1,,,
16778,LOGO-692,LOGO-692,The Red Baron,Hero,Griffey,2025 Release,Logofoil,Brawl,135,,https://images.bazookavault.com/card_fronts/Temporary_Griffey_Logofoil_Brawl-bz1.webp,1,,,
16779,MI-37,MI-037,The Red Baron,Hero,Griffey,2025 Release,Miami Ice Battlefoil,Ice,155,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16780,MIX-37,MIX-037,The Red Baron,Hero,Griffey,2025 Release,Mixtape Battlefoil,Hex,175,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/MIX/2026-Griffey-MIX-37-Hex-bz1.webp,0,MIX-37_The_Red_Baron_Hex_P175.webp,,
16781,MIX-168,MIX-168,The Red Baron,Hero,Griffey,2025 Release,Mixtape Battlefoil,Glow,165,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16782,MIX-299,MIX-299,The Red Baron,Hero,Griffey,2025 Release,Mixtape Battlefoil,Fire,155,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/MIX/2026-Griffey-MIX-299-Fire-bz1.webp,0,MIX-299_The_Red_Baron_Fire_P155.webp,,
16783,MIX-430,MIX-430,The Red Baron,Hero,Griffey,2025 Release,Mixtape Battlefoil,Ice,155,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/MIX/2026-Griffey-MIX-430-Ice-bz1.webp,0,MIX-430_The_Red_Baron_Ice_P155.webp,,
16784,MIX-561,MIX-561,The Red Baron,Hero,Griffey,2025 Release,Mixtape Battlefoil,Steel,145,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16785,MIX-692,MIX-692,The Red Baron,Hero,Griffey,2025 Release,Mixtape Battlefoil,Brawl,135,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/MIX/2026-Griffey-MIX-692-Brawl-bz1.webp,0,MIX-692_The_Red_Baron_Brawl_P135.webp,,
16786,OBF-37,OBF-037,The Red Baron,Hero,Griffey,2025 Release,Orange Battlefoil,Fire,155,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/OBF/2026-Griffey-OBF-37-bz1.webp,0,OBF-37_The_Red_Baron_Fire_P155.webp,,
16787,PBF-37,PBF-037,The Red Baron,Hero,Griffey,2025 Release,Pink Battlefoil,Hex,175,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/PBF/2026-Griffey-PBF-37-bz1.webp,0,PBF-37_The_Red_Baron_Hex_P175.webp,,
16788,PG-37,PG-037,The Red Baron,Hero,Griffey,2025 Release,Power Glove Battlefoil,Brawl,135,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/PG/2026-Griffey-PG-37-bz1.webp,0,PG-37_The_Red_Baron_Brawl_P135.webp,,
16789,RAD-37,RAD-037,The Red Baron,Hero,Griffey,2025 Release,80's Rad Battlefoil,Hex,175,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/RAD/2026-Griffey-RAD-37-Hex-bz1.webp,0,RAD-37_The_Red_Baron_Hex_P175.webp,,
16790,RAD-168,RAD-168,The Red Baron,Hero,Griffey,2025 Release,80's Rad Battlefoil,Glow,165,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/RAD/2026-Griffey-RAD-168-Glow-bz1.webp,0,RAD-168_The_Red_Baron_Glow_P165.webp,,
16791,RAD-299,RAD-299,The Red Baron,Hero,Griffey,2025 Release,80's Rad Battlefoil,Fire,155,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/RAD/2026-Griffey-RAD-299-Fire-bz1.webp,0,RAD-299_The_Red_Baron_Fire_P155.webp,,
16792,RAD-430,RAD-430,The Red Baron,Hero,Griffey,2025 Release,80's Rad Battlefoil,Ice,155,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/RAD/2026-Griffey-RAD-430-Ice-bz1.webp,0,RAD-430_The_Red_Baron_Ice_P155.webp,,
16793,RAD-561,RAD-561,The Red Baron,Hero,Griffey,2025 Release,80's Rad Battlefoil,Steel,145,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/RAD/2026-Griffey-RAD-561-Steel-bz1.webp,0,RAD-561_The_Red_Baron_Steel_P145.webp,,
16794,RAD-692,RAD-692,The Red Baron,Hero,Griffey,2025 Release,80's Rad Battlefoil,Brawl,135,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/RAD/2026-Griffey-RAD-692-Brawl-bz1.webp,0,RAD-692_The_Red_Baron_Brawl_P135.webp,,
16795,RBF-37,RBF-037,The Red Baron,Hero,Griffey,2025 Release,Red Battlefoil,Brawl,135,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/RBF/2026-Griffey-RBF-37-bz1.webp,0,RBF-37_The_Red_Baron_Brawl_P135.webp,,
16796,RSA-1,RSA-001,The Red Baron,Hero,Griffey,2025 Release,"Inspired Ink Battlefoil, Superfoil",Super,175,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16797,RSA-2,RSA-002,The Red Baron,Hero,Griffey,2025 Release,"Bubble Gum Battlefoil, Inspired Ink Battlefoil",Gum,175,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16845,GGL-511,GGL-511,Thorn,Hero,Griffey,2025 Release,Great Grandma's Linoleum Battlefoil,Ice,100,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/GGL/2026-Griffey-GGL-511-Ice-bz1.webp,0,GGL-511_Thorn_Ice_P100.webp,,
16846,GGL-642,GGL-642,Thorn,Hero,Griffey,2025 Release,Great Grandma's Linoleum Battlefoil,Steel,95,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/GGL/2026-Griffey-GGL-642-Steel-bz1.webp,0,GGL-642_Thorn_Steel_P95.webp,,
16847,GGL-773,GGL-773,Thorn,Hero,Griffey,2025 Release,Great Grandma's Linoleum Battlefoil,Brawl,85,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/GGL/2026-Griffey-GGL-773-Brawl-bz1.webp,0,GGL-773_Thorn_Brawl_P85.webp,,
16848,GLBF-118,GLBF-118,Thorn,Hero,Griffey,2025 Release,Grandma's Linoleum Battlefoil,Hex,150,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/GLBF/2026-Griffey-GLBF-118-Hex-bz1.webp,0,GLBF-118_Thorn_Hex_P150.webp,,
16849,GLBF-249,GLBF-249,Thorn,Hero,Griffey,2025 Release,Grandma's Linoleum Battlefoil,Glow,105,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16850,GLBF-380,GLBF-380,Thorn,Hero,Griffey,2025 Release,Grandma's Linoleum Battlefoil,Fire,100,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/GLBF/2026-Griffey-GLBF-380-Fire-bz1.webp,0,GLBF-380_Thorn_Fire_P100.webp,,
16851,GLBF-511,GLBF-511,Thorn,Hero,Griffey,2025 Release,Grandma's Linoleum Battlefoil,Ice,100,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/GLBF/2026-Griffey-GLBF-511-Ice-bz1.webp,0,GLBF-511_Thorn_Ice_P100.webp,,
16852,GLBF-642,GLBF-642,Thorn,Hero,Griffey,2025 Release,Grandma's Linoleum Battlefoil,Steel,95,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/GLBF/2026-Griffey-GLBF-642-Steel-bz1.webp,0,GLBF-642_Thorn_Steel_P95.webp,,
16853,GLBF-773,GLBF-773,Thorn,Hero,Griffey,2025 Release,Grandma's Linoleum Battlefoil,Brawl,85,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/GLBF/2026-Griffey-GLBF-773-Brawl-bz1.webp,0,GLBF-773_Thorn_Brawl_P85.webp,,
16854,GRILL-118,GRILL-118,Thorn,Hero,Griffey,2025 Release,Grillin' Battlefoil,Fire,100,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16855,HBF-47,HBF-047,Thorn,Hero,Griffey,2025 Release,Headlines Battlefoil,Steel,95,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16856,IBF-52,IBF-052,Thorn,Hero,Griffey,2025 Release,Icon Battlefoil,Hex,150,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/IBF/2026-Griffey-IBF-52-Hex-bz1.webp,0,IBF-52_Thorn_Hex_P150.webp,,
16857,IBF-117,IBF-117,Thorn,Hero,Griffey,2025 Release,Icon Battlefoil,Glow,105,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/IBF/2026-Griffey-IBF-117-Glow-bz1.webp,0,IBF-117_Thorn_Glow_P105.webp,,
16858,IBF-182,IBF-182,Thorn,Hero,Griffey,2025 Release,Icon Battlefoil,Fire,100,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/IBF/2026-Griffey-IBF-182-Fire-bz1.webp,0,IBF-182_Thorn_Fire_P100.webp,,
16859,IBF-247,IBF-247,Thorn,Hero,Griffey,2025 Release,Icon Battlefoil,Ice,100,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/IBF/2026-Griffey-IBF-247-Ice-bz1.webp,0,IBF-247_Thorn_Ice_P100.webp,,
16860,IBF-312,IBF-312,Thorn,Hero,Griffey,2025 Release,Icon Battlefoil,Steel,95,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/IBF/2026-Griffey-IBF-312-Steel-bz1.webp,0,IBF-312_Thorn_Steel_P95.webp,,
16861,IBF-377,IBF-377,Thorn,Hero,Griffey,2025 Release,Icon Battlefoil,Brawl,85,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/IBF/2026-Griffey-IBF-377-Brawl-bz1.webp,0,IBF-377_Thorn_Brawl_P85.webp,,
16862,LOGO-118,LOGO-118,Thorn,Hero,Griffey,2025 Release,Logofoil,Hex,150,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16863,LOGO-249,LOGO-249,Thorn,Hero,Griffey,2025 Release,Logofoil,Glow,105,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16864,LOGO-380,LOGO-380,Thorn,Hero,Griffey,2025 Release,Logofoil,Fire,100,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16865,LOGO-511,LOGO-511,Thorn,Hero,Griffey,2025 Release,Logofoil,Ice,100,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16866,LOGO-642,LOGO-642,Thorn,Hero,Griffey,2025 Release,Logofoil,Steel,95,,https://images.bazookavault.com/card_fronts/Temporary_Griffey_Logofoil_Steel-bz1.webp,1,,,
16867,LOGO-773,LOGO-773,Thorn,Hero,Griffey,2025 Release,Logofoil,Brawl,85,,https://images.bazookavault.com/card_fronts/Temporary_Griffey_Logofoil_Brawl-bz1.webp,1,,,
16868,MI-118,MI-118,Thorn,Hero,Griffey,2025 Release,Miami Ice Battlefoil,Ice,100,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16869,MIX-118,MIX-118,Thorn,Hero,Griffey,2025 Release,Mixtape Battlefoil,Hex,150,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/MIX/2026-Griffey-MIX-118-Hex-bz1.webp,0,MIX-118_Thorn_Hex_P150.webp,,
16870,MIX-249,MIX-249,Thorn,Hero,Griffey,2025 Release,Mixtape Battlefoil,Glow,105,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16871,MIX-380,MIX-380,Thorn,Hero,Griffey,2025 Release,Mixtape Battlefoil,Fire,100,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/MIX/2026-Griffey-MIX-380-Fire-bz1.webp,0,MIX-380_Thorn_Fire_P100.webp,,
16872,MIX-511,MIX-511,Thorn,Hero,Griffey,2025 Release,Mixtape Battlefoil,Ice,100,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/MIX/2026-Griffey-MIX-511-Ice-bz1.webp,0,MIX-511_Thorn_Ice_P100.webp,,
16873,MIX-642,MIX-642,Thorn,Hero,Griffey,2025 Release,Mixtape Battlefoil,Steel,95,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16874,MIX-773,MIX-773,Thorn,Hero,Griffey,2025 Release,Mixtape Battlefoil,Brawl,85,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/MIX/2026-Griffey-MIX-773-Brawl-bz1.webp,0,MIX-773_Thorn_Brawl_P85.webp,,
16875,OBF-118,OBF-118,Thorn,Hero,Griffey,2025 Release,Orange Battlefoil,Fire,100,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/OBF/2026-Griffey-OBF-118-bz1.webp,0,OBF-118_Thorn_Fire_P100.webp,,
16876,OHBF-47,OHBF-047,Thorn,Hero,Griffey,2025 Release,Orange Headlines Battlefoil,Fire,100,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16877,PBF-118,PBF-118,Thorn,Hero,Griffey,2025 Release,Pink Battlefoil,Hex,150,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/PBF/2026-Griffey-PBF-118-bz1.webp,0,PBF-118_Thorn_Hex_P150.webp,,
16878,PG-118,PG-118,Thorn,Hero,Griffey,2025 Release,Power Glove Battlefoil,Brawl,85,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/PG/2026-Griffey-PG-118-bz1.webp,0,PG-118_Thorn_Brawl_P85.webp,,
16879,RAD-118,RAD-118,Thorn,Hero,Griffey,2025 Release,80's Rad Battlefoil,Hex,150,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/RAD/2026-Griffey-RAD-118-Hex-bz1.webp,0,RAD-118_Thorn_Hex_P150.webp,,
16880,RAD-249,RAD-249,Thorn,Hero,Griffey,2025 Release,80's Rad Battlefoil,Glow,105,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/RAD/2026-Griffey-RAD-249-Glow-bz1.webp,0,RAD-249_Thorn_Glow_P105.webp,,
16881,RAD-380,RAD-380,Thorn,Hero,Griffey,2025 Release,80's Rad Battlefoil,Fire,100,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/RAD/2026-Griffey-RAD-380-Fire-bz1.webp,0,RAD-380_Thorn_Fire_P100.webp,,
16882,RAD-511,RAD-511,Thorn,Hero,Griffey,2025 Release,80's Rad Battlefoil,Ice,100,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/RAD/2026-Griffey-RAD-511-Ice-bz1.webp,0,RAD-511_Thorn_Ice_P100.webp,,
16883,RAD-642,RAD-642,Thorn,Hero,Griffey,2025 Release,80's Rad Battlefoil,Steel,95,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/RAD/2026-Griffey-RAD-642-Steel-bz1.webp,0,RAD-642_Thorn_Steel_P95.webp,,
16884,RAD-773,RAD-773,Thorn,Hero,Griffey,2025 Release,80's Rad Battlefoil,Brawl,85,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/RAD/2026-Griffey-RAD-773-Brawl-bz1.webp,0,RAD-773_Thorn_Brawl_P85.webp,,
16798,RSA-3,RSA-003,The Red Baron,Hero,Griffey,2025 Release,"Battlefoil, Inspired Ink Battlefoil",Hex,175,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16799,RSA-4,RSA-004,The Red Baron,Hero,Griffey,2025 Release,"Battlefoil, Inspired Ink Battlefoil",Glow,165,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16800,RSA-5,RSA-005,The Red Baron,Hero,Griffey,2025 Release,"Battlefoil, Inspired Ink Battlefoil",Fire,155,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16801,RSA-6,RSA-006,The Red Baron,Hero,Griffey,2025 Release,"Battlefoil, Inspired Ink Battlefoil",Ice,155,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16802,RSA-7,RSA-007,The Red Baron,Hero,Griffey,2025 Release,"Battlefoil, Inspired Ink Battlefoil",Steel,145,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16803,RSA-8,RSA-008,The Red Baron,Hero,Griffey,2025 Release,Inspired Ink Metallic Battlefoil,Steel,145,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16804,RSA-12,RSA-012,The Red Baron,Hero,Griffey,2025 Release,"Battlefoil, Inspired Ink Battlefoil",Brawl,135,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16805,SBF-37,SBF-037,The Red Baron,Hero,Griffey,2025 Release,Silver Battlefoil,Steel,145,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/SBF/2026-Griffey-SBF-37-bz1.webp,0,SBF-37_The_Red_Baron_Steel_P145.webp,,
16806,SF-36,SF-036,The Red Baron,Hero,Griffey,2025 Release,Superfoil,Super,175,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/SF/2026-Griffey-SF-36-bz1.webp,0,SF-36_The_Red_Baron_Super_P175.webp,,
16807,SL-37,SL-037,The Red Baron,Hero,Griffey,2025 Release,Slime Battlefoil,Glow,165,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16808,47,047,Thorn,Hero,Griffey,2025 Release,Base (Paper),Fire,100,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/Base/2026-Griffey-47-bz1.webp,0,47_Thorn_Fire_P100.webp,,
16809,107,107,Thorn,Hero,Griffey,2025 Release,Base (Paper),Ice,100,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/Base/2026-Griffey-107-bz1.webp,0,107_Thorn_Ice_P100.webp,,
16810,167,167,Thorn,Hero,Griffey,2025 Release,Base (Paper),Steel,95,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/Base/2026-Griffey-167-bz1.webp,0,167_Thorn_Steel_P95.webp,,
16811,227,227,Thorn,Hero,Griffey,2025 Release,Base (Paper),Brawl,85,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/Base/2026-Griffey-227-bz1.webp,0,227_Thorn_Brawl_P85.webp,,
16812,ABF-118,ABF-118,Thorn,Hero,Griffey,2025 Release,Alpha Battlefoil,Hex,150,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/ABF/2026-Griffey-ABF-118-Hex-bz1.webp,0,ABF-118_Thorn_Hex_P150.webp,,
16813,ABF-249,ABF-249,Thorn,Hero,Griffey,2025 Release,Alpha Battlefoil,Glow,105,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/ABF/2026-Griffey-ABF-249-Glow-bz1.webp,0,ABF-249_Thorn_Glow_P105.webp,,
16814,ABF-380,ABF-380,Thorn,Hero,Griffey,2025 Release,Alpha Battlefoil,Fire,100,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/ABF/2026-Griffey-ABF-380-Fire-bz1.webp,0,ABF-380_Thorn_Fire_P100.webp,,
16815,ABF-511,ABF-511,Thorn,Hero,Griffey,2025 Release,Alpha Battlefoil,Ice,100,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/ABF/2026-Griffey-ABF-511-Ice-bz1.webp,0,ABF-511_Thorn_Ice_P100.webp,,
16885,RBF-118,RBF-118,Thorn,Hero,Griffey,2025 Release,Red Battlefoil,Brawl,85,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/RBF/2026-Griffey-RBF-118-bz1.webp,0,RBF-118_Thorn_Brawl_P85.webp,,
16886,RHBF-47,RHBF-047,Thorn,Hero,Griffey,2025 Release,Red Headlines Battlefoil,Brawl,85,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/RHBF/2026-Griffey-RHBF-47-bz1.webp,0,RHBF-47_Thorn_Brawl_P85.webp,,
16887,SBF-118,SBF-118,Thorn,Hero,Griffey,2025 Release,Silver Battlefoil,Steel,95,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/SBF/2026-Griffey-SBF-118-bz1.webp,0,SBF-118_Thorn_Steel_P95.webp,,
16888,SF-117,SF-117,Thorn,Hero,Griffey,2025 Release,Superfoil,Super,150,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/SF/2026-Griffey-SF-117-bz1.webp,0,SF-117_Thorn_Super_P150.webp,,
16889,SL-118,SL-118,Thorn,Hero,Griffey,2025 Release,Slime Battlefoil,Glow,105,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16890,ABF-23,ABF-023,Tigre,Hero,Griffey,2025 Release,Alpha Battlefoil,Hex,185,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/ABF/2026-Griffey-ABF-23-Hex-bz1.webp,0,ABF-23_Tigre_Hex_P185.webp,,
16891,ABF-154,ABF-154,Tigre,Hero,Griffey,2025 Release,Alpha Battlefoil,Glow,175,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/ABF/2026-Griffey-ABF-154-Glow-bz1.webp,0,ABF-154_Tigre_Glow_P175.webp,,
16892,ABF-285,ABF-285,Tigre,Hero,Griffey,2025 Release,Alpha Battlefoil,Fire,165,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/ABF/2026-Griffey-ABF-285-Fire-bz1.webp,0,ABF-285_Tigre_Fire_P165.webp,,
16893,ABF-416,ABF-416,Tigre,Hero,Griffey,2025 Release,Alpha Battlefoil,Ice,165,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/ABF/2026-Griffey-ABF-416-Ice-bz1.webp,0,ABF-416_Tigre_Ice_P165.webp,,
16894,ABF-547,ABF-547,Tigre,Hero,Griffey,2025 Release,Alpha Battlefoil,Steel,155,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/ABF/2026-Griffey-ABF-547-Steel-bz1.webp,0,ABF-547_Tigre_Steel_P155.webp,,
16895,ABF-678,ABF-678,Tigre,Hero,Griffey,2025 Release,Alpha Battlefoil,Brawl,145,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/ABF/2026-Griffey-ABF-678-Brawl-bz1.webp,0,ABF-678_Tigre_Brawl_P145.webp,,
16896,BBF-23,BBF-023,Tigre,Hero,Griffey,2025 Release,Blue Battlefoil,Ice,165,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/BBF/2026-Griffey-BBF-23-bz1.webp,0,BBF-23_Tigre_Ice_P165.webp,,
16897,BLBF-23,BLBF-023,Tigre,Hero,Griffey,2025 Release,Blizzard Battlefoil,Hex,185,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16898,BLBF-154,BLBF-154,Tigre,Hero,Griffey,2025 Release,Blizzard Battlefoil,Glow,175,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16899,BLBF-285,BLBF-285,Tigre,Hero,Griffey,2025 Release,Blizzard Battlefoil,Fire,165,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16816,ABF-642,ABF-642,Thorn,Hero,Griffey,2025 Release,Alpha Battlefoil,Steel,95,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/ABF/2026-Griffey-ABF-642-Steel-bz1.webp,0,ABF-642_Thorn_Steel_P95.webp,,
16817,ABF-773,ABF-773,Thorn,Hero,Griffey,2025 Release,Alpha Battlefoil,Brawl,85,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/ABF/2026-Griffey-ABF-773-Brawl-bz1.webp,0,ABF-773_Thorn_Brawl_P85.webp,,
16818,BBF-118,BBF-118,Thorn,Hero,Griffey,2025 Release,Blue Battlefoil,Ice,100,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/BBF/2026-Griffey-BBF-118-bz1.webp,0,BBF-118_Thorn_Ice_P100.webp,,
16819,BF-47,BF-047,Thorn,Hero,Griffey,2025 Release,Battlefoil,Hex,150,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16820,BF-107,BF-107,Thorn,Hero,Griffey,2025 Release,Battlefoil,Glow,105,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16821,BF-167,BF-167,Thorn,Hero,Griffey,2025 Release,Battlefoil,Fire,100,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16822,BF-227,BF-227,Thorn,Hero,Griffey,2025 Release,Battlefoil,Ice,100,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16823,BF-287,BF-287,Thorn,Hero,Griffey,2025 Release,Battlefoil,Steel,95,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16824,BF-347,BF-347,Thorn,Hero,Griffey,2025 Release,Battlefoil,Brawl,85,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16825,BGBF-52,BGBF-052,Thorn,Hero,Griffey,2025 Release,Bubble Gum Battlefoil,Gum,150,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16826,BHBF-47,BHBF-047,Thorn,Hero,Griffey,2025 Release,Blue Headlines Battlefoil,Ice,100,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16827,BLBF-118,BLBF-118,Thorn,Hero,Griffey,2025 Release,Blizzard Battlefoil,Hex,150,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16828,BLBF-249,BLBF-249,Thorn,Hero,Griffey,2025 Release,Blizzard Battlefoil,Glow,105,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16829,BLBF-380,BLBF-380,Thorn,Hero,Griffey,2025 Release,Blizzard Battlefoil,Fire,100,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16830,BLBF-511,BLBF-511,Thorn,Hero,Griffey,2025 Release,Blizzard Battlefoil,Ice,100,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16831,BLBF-642,BLBF-642,Thorn,Hero,Griffey,2025 Release,Blizzard Battlefoil,Steel,95,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16832,BLBF-773,BLBF-773,Thorn,Hero,Griffey,2025 Release,Blizzard Battlefoil,Brawl,85,,https://images.bazookavault.com/card_fronts/hero_back-a1-bz1.webp,1,,,
16833,CBF-118,CBF-118,Thorn,Hero,Griffey,2025 Release,Colosseum Battlefoil,Hex,150,,https://images.bazookavault.com/card_fronts/2026/Griffey-Heroes/CBF/2026-Griffey-CBF-118-Hex-bz1.webp,0,CBF-118_Thorn_Hex_P150.webp,,
